title;brand;gtin;price;currency;stock;sku
"Käytetyt tuotteet ZBook 15 G7 15.6"", Used";Käytetyt tuotteet;6419683017481;915,42;EUR;in stock;LAB-4825
"HP EliteBook X G1a 14"", Windows 11 Pro (B66T7AT)";HP;0198990436791;2755,28;EUR;in stock;LAB-4826
"Lenovo IdeaPad Slim 5 13.3"", Windows 11 Home (83J2001JMX)";Lenovo;0198155506222;985,79;EUR;out of stock;LAB-4827
Asus Zenbook A14, Windows 11 (UX3407QA-PURE1);Asus;4711387878446;1122,69;EUR;preorder;LAB-4828
"Apple MacBook Air 15.3"" (M4, 2025) (MC7A4), 256 GB, Sky Blue";Apple;0195949893148;1376,94;EUR;preorder;LAB-4829
"Käytetyt tuotteet Lenovo ThinkPad X1 Yoga Gen 5 tietokone 14"", Windows 11 Pro (LAP-X1YOGA-5TH-MX-C002), Used";Käytetyt tuotteet;5713552039682;561,75;EUR;in stock;LAB-4831
"Lenovo ThinkPad T14s Gen 6 14"", Windows 11 Pro (21TB001TMX)";Lenovo;0199271392270;2045,70;EUR;in stock;LAB-4832
"HP Laptop 15-fc0069no 15.6"", 256 GB, Black";HP;0199251660801;356,39;EUR;in stock;LAB-4833
"HP OMEN MAX 16-ak0007no pelikannettava 16"", Windows 11 (BV9P2EA)";HP;0199251660863;2231,99;EUR;in stock;LAB-4834
"HP Laptop 14-em0049no 14"" kannettava (BV9M7EA)";HP;0199251660719;367,99;EUR;preorder;LAB-4835
ASUS TUF Gaming A16 kannettava (FA608UP-QT016W), Windows 11;Asus;4711636132084;1274,99;EUR;preorder;LAB-4836
"Käytetyt tuotteet Microsoft Surface Laptop 5 13.5"", musta (11009002741l), Windows 11 Pro";Käytetyt tuotteet;0196388038893;791,99;EUR;in stock;LAB-4837
"Dell 14 Premium 14"", Windows 11 Pro (882V6)";Dell;5397184960622;2515,57;EUR;in stock;LAB-4838
"Dell 14 Premium 14"", Windows 11 Pro (Y94PD)";Dell;5397184960615;2976,54;EUR;in stock;LAB-4839
"Dell 16 Premium 16"", Windows 11 Pro (W56RR)";Dell;5397184967171;3023,99;EUR;out of stock;LAB-4840
Dell Pro Max 14 tietokone, Windows 11 Pro (5GXYM);Dell;5397184968253;2125,04;EUR;in stock;LAB-4841
Dell Pro Max 16 tietokone, Windows 11 Pro (5DT0K);Dell;5397184968635;2361,49;EUR;preorder;LAB-4842
Dell Pro Max 18 Plus tietokone, Windows 11 Pro (6FGFP);Dell;5397184967928;6159,24;EUR;in stock;LAB-4843
Dell Pro Max 18 Plus tietokone, Windows 11 Pro (W8DCT);Dell;5397184966945;5253,01;EUR;out of stock;LAB-4844
Dell Pro Max 14 Premium tietokone, Windows 11 Pro (0MTJ8);Dell;5397184966426;4140,92;EUR;preorder;LAB-4845
Dell Pro Max 16 Premium kannettava tietokone, Windows 11 Pro (HMJNX);Dell;5397184966211;3977,10;EUR;in stock;LAB-4846
HP ZBook Fury G1i 16 tietokone, Windows 11 Pro (98L65ET);HP;0199485083506;5358,46;EUR;in stock;LAB-4847
"Käytetyt tuotteet ProBook 440 G8 14"", 256 GB, Silver, Used";Käytetyt tuotteet;0195697325038;402,93;EUR;in stock;LAB-4848
"Käytetyt tuotteet ThinkPad X13 G2 13.3"", 512 GB, Wi-Fi, Black, Used";Käytetyt tuotteet;0195891344866;507,31;EUR;out of stock;LAB-4849
"Käytetyt tuotteet EliteBook 830 G6 13.3"", 240 GB, Wi-Fi, Silver, Used";Käytetyt tuotteet;0193905604593;292,56;EUR;out of stock;LAB-4850
"Dell Pro 14 Essential tietokone 14"", Windows 11 Pro (J8JNW)";Dell;5397184977095;601,99;EUR;out of stock;LAB-4851
"Dell Pro 14 Essential tietokone 14"", Windows 11 Pro (3Y6TN)";Dell;5397184977002;903,99;EUR;preorder;LAB-4852
"LG NU80 55"" (2026), Black";LG Electronics;8806096719756;616,55;EUR;in stock;LAB-4853
"Lenovo LOQ 15AHP10 pelikannettava 15.6"", Windows 11 Home (83JG001WMX)";Lenovo;0198158501101;1379,49;EUR;out of stock;LAB-4854
HP ZBook 8 G2i 14 tietokone, Windows 11 Pro (DH1H6ET#UUW);HP;0826581094890;4661,02;EUR;in stock;LAB-4855
Dell Pro 16 Plus tietokone, Windows 11 Pro (P34G4);Dell;5397184969205;2520,72;EUR;in stock;LAB-4856
"Samsung QN73F 55"" (2025), Black, stand";Samsung;08806095972671;830,96;EUR;in stock;LAB-4857
"Samsung QN85F 55"" (2025), Eclipse Silver";Samsung;8806097210825;775,03;EUR;preorder;LAB-4858
"PEAQ PTV 43GQU-5025T Google QLED UHD TV 43""";PEAQ;4049011212923;265,99;EUR;in stock;LAB-4859
"STRONG SRT40FF2003C Full HD TV 40"" (2024)";STRONG;9120072377143;210,69;EUR;in stock;LAB-4860
"Samsung GQ QN 70 55"", Glossy";Samsung;8806095911434;561,11;EUR;in stock;LAB-4861
"LG 50UA75006LA UHD Smart TV 50"" (2025)";LG Electronics;8806096348093;357,30;EUR;preorder;LAB-4862
"Sony BRAVIA 3 85"" (2025), Direct LED, X-Balanced Speaker, Dolby Vision/Atmos, IMAX Enhanced, Google TV";Sony;4548736167698;1554,83;EUR;out of stock;LAB-4863
"Samsung DU8070 Crystal UHD Smart TV 75"" (2024)";Samsung;8806095490229;1096,70;EUR;in stock;LAB-4864
"Philips 50PUS7800 4K QLED Smart TV 50"" (2025)";Philips;8718863046142;312,79;EUR;in stock;LAB-4865
"LG 75NANO80A6B 4K NanoCell Smart TV 75"" (2025)";LG Electronics;8806096365489;773,43;EUR;out of stock;LAB-4866
"TCL 55V6C 55""";TCL;5901292525989;375,10;EUR;preorder;LAB-4867
HISENSE 55E77Q PRO Fernseher (Flat, 55 Zoll / 139,7 cm, UHD 4K, SMART TV);Hisense;6942351416762;430,54;EUR;in stock;LAB-4868
SAMSUNG QN82F (2025) 65 Zoll Neo QLED 4K Mini LED Vision AI TV;Samsung;8806095995472;1186,92;EUR;in stock;LAB-4869
"Samsung GU75CU7199U 75"", Black, stand";Samsung;8806094883640;744,50;EUR;in stock;LAB-4870
"Samsung QE55Q80BAT 55""";Samsung;8806094224153;842,29;EUR;out of stock;LAB-4871
"Samsung GU55CU7199U 55"", Glossy, Black, stand";Samsung;8806094882148;340,31;EUR;in stock;LAB-4872
"Samsung TQ75Q80DAT 75"", Glossy, stand";Samsung;8806095492001;1481,89;EUR;in stock;LAB-4873
HISENSE 55E6NT Fernseher (Flat, 55 Zoll / 139,70 cm, UHD 4K, SMART TV);Hisense;6942351406367;497,77;EUR;preorder;LAB-4874
"THOMSON 65QG4S14 65""";THOMSON;9120106662894;782,16;EUR;in stock;LAB-4875
"Sony FWD-77XR80 77"", Glossy, Black, stand";Sony;5013493474635;6208,40;EUR;in stock;LAB-4876
"Philips 50PUS8510 50""";Philips;8718863045817;430,54;EUR;in stock;LAB-4877
SAMSUNG The Frame TQ65LS03FWU Fernseher (Flat, 65 Zoll / 165,1 cm, UHD 4K, SMART TV);Samsung;8806097124399;2170,86;EUR;out of stock;LAB-4878
"Samsung GQ QN 70 85"", Glossy";Samsung;8806095916828;2639,25;EUR;out of stock;LAB-4879
"HP OMEN 16-ap0902ng 16"", 1 TB, Shadow Black";HP;0199251186080;1821,12;EUR;preorder;LAB-4881
"HP 255R G10 15.6"", 1 TB, Dark Ash Silver";HP;4262595980020;681,45;EUR;in stock;LAB-4882
"Asus ExpertBook PM1 15.6"", 250 GB, Gray";Asus;4718017348201;1002,06;EUR;in stock;LAB-4883
"HP ProBook 440 G7 14"", 256 GB, Silver, Refurbished";HP;4262595980822;309,43;EUR;in stock;LAB-4884
"Asus ROG Strix G18 18"", 4 TB, Gray";Asus;4718017350129;4257,53;EUR;in stock;LAB-4885
"Asus ROG Strix G18 18"", 2 TB, Gray";Asus;4718017350846;3208,07;EUR;out of stock;LAB-4886
"Asus ROG Strix G18 18"", 1 TB, Gray";Asus;4718017350747;2519,37;EUR;preorder;LAB-4888
ASUS ROG Strix G18, Office 2024 Pro, Notebook mit 18 Zoll Display, AMD Ryzen 9 Prozessor, 16 GB RAM, 4 TB SSD, Eclipse Gray;Asus;4718017350532;2123,34;EUR;out of stock;LAB-4889
"Asus ROG Strix G18 18"", 8 TB, Gray";Asus;4718017350921;2783,69;EUR;out of stock;LAB-4890
"FUJITSU LifeBook U7411 14"", 512 GB, Silver";FUJITSU;4262595980846;387,72;EUR;out of stock;LAB-4891
"Lenovo ThinkBook 14 IIL 14"", 256 GB, Silver";Lenovo;4262595980402;301,99;EUR;preorder;LAB-4892
"HP HyperX OMEN Gaming Laptop PC 16-ap1903ng 16"", AMD Ryzen 7 8745HX Prozessor, 16 GB, Full-HD, 1 x 16 GB, Windows 11 Home, GeForce RTX 5060";HP;0821844476154;2018,99;EUR;out of stock;LAB-4893
"Asus TUF A18 18"", 4 TB, Jaeger Gray";Asus;4718017349109;2609,17;EUR;in stock;LAB-4894
"HP EliteBook 6 G1a 16"", 1 TB";HP;0199251511585;2317,33;EUR;in stock;LAB-4895
"HP EliteBook 8 G1i 16"", 512 GB";HP;0199251511370;1648,03;EUR;in stock;LAB-4896
"Acer Nitro V17 AI 17.3"", 4 TB, Black";Acer;4711121268601;2202,37;EUR;in stock;LAB-4897
"Asus TUF A18 18"", 8 TB, Gray";Asus;4718017349444;3262,43;EUR;in stock;LAB-4898
ASUS TUF A18, Office 2024 Pro, Notebook mit 18 Zoll Display, AMD Ryzen 7 Prozessor, 128 GB RAM, 4 TB SSD, Jaeger Gray;Asus;4718017349567;3644,62;EUR;preorder;LAB-4900
"Lenovo LOQ 17IRX10 17.3"", 500 GB, Luna Grey";Lenovo;0194778253413;2226,24;EUR;in stock;LAB-4901
"Samsung GQ43Q8FAAUXZG 43"", Titangrau, stand";Samsung;8806097110668;488,05;EUR;out of stock;LAB-4902
XIAOMI Ready Android TV P1E Fernseher (Flat, 32 Zoll / 81,28 cm, HD, SMART TV);Xiaomi;6971408156436;224,99;EUR;preorder;LAB-4903
"Samsung Series 7 UE43CU7092U 43"", Glossy, Black, stand";Samsung;8806095312767;254,15;EUR;in stock;LAB-4904
"Samsung Series 7 65"", Glossy";Samsung;8806094412437;468,28;EUR;in stock;LAB-4905
"Samsung UE50AU7025 50"", Black";Samsung;8806094416633;290,45;EUR;in stock;LAB-4906
"CHIQ 43 G 7 LX 43""";CHIQ;8592344204258;257,99;EUR;preorder;LAB-4907
"LG 50UR78003LK 50"", Black";LG;8806087093643;560,47;EUR;out of stock;LAB-4909
"Philips 32PHS6009/12 32""";Philips;8718863040997;232,90;EUR;preorder;LAB-4912
"SAMSUNG 100"" Mini LED M90H, NQ4 AI Gen2 Prozessor, Motion Xcelerator 144Hz, Vision AI TV (2026)";Samsung;8806099140441;2620,86;EUR;in stock;LAB-4916
"LG OLED55C49LA OLED evo C4 4K Smart TV 55"" (2024)";LG Electronics;8806096004463;1307,04;EUR;preorder;LAB-4920
"WE. BY LOEWE SEE 55"", Glossy";WE. BY LOEWE;4011880177368;2276,23;EUR;preorder;LAB-4922
"SHARP 65HP6465E 65"", Glossy, Black, stand";SHARP;5905683274739;520,15;EUR;out of stock;LAB-4925
"Samsung GQ 43 Q 60 AAUXZG 43""";Samsung;8806090890802;350,54;EUR;in stock;LAB-4926
"Samsung GQ 43 Q 60 TGUXZG 43"", Glossy, Nachtschwarz, stand";Samsung;8806090318467;387,44;EUR;in stock;LAB-4927
SAMSUNG GQ 50 Q 60 TGUXZG QLED TV (Flat, 50 Zoll / 125 cm, UHD 4K, SMART TV);Samsung;8806090318474;489,06;EUR;in stock;LAB-4928
SAMSUNG GQ 50 LS 03 AAUXZG QLED TV (Flat, 50 Zoll / 125 cm, UHD 4K, SMART TV);Samsung;8806092050709;603,00;EUR;in stock;LAB-4929
"Samsung GQ 50 LS 03 DAUXZG 50"", Glossy";Samsung;8806095429533;628,85;EUR;out of stock;LAB-4930
Apple IPHONE 14 Polarstern Dual SIM, 128 GB, White;Apple;0194253408581;362,52;EUR;in stock;LAB-4931
VIVO X300, 256 GB, Phantom Black, Dual SIM;VIVO;6932204515513;826,81;EUR;out of stock;LAB-4932
OPPO Find X9 Pro Zweifarbig Dual SIM, 512 GB;OPPO;6932169382700;936,45;EUR;preorder;LAB-4933
Asus Vivobook S14, Windows 11 (M5406KA-PP110W);Asus;4711387900727;1115,99;EUR;preorder;LAB-4934
Asus Vivobook S14, Windows 11 (M5406KA-QD015W);Asus;4711387867358;1369,59;EUR;out of stock;LAB-4935
"Apple MacBook Air 15.3"" (M4, 2025) (MW1L3), 256 GB, Keskiyö";Apple;0195949841958;1886,15;EUR;in stock;LAB-4936
"ASUS Vivobook 15 OLED 15"" kannettava (D1505YA-L1370W), Windows 11";Asus;4711387878750;764,99;EUR;in stock;LAB-4937
"Asus Vivobook 14 14"", 512 GB, Indie Black";Asus;4711387889350;791,01;EUR;in stock;LAB-4938
"Samsung QN80F 55"", Carbon Silver, 4K, Mini-LED";Samsung;8806095995540;594,15;EUR;out of stock;LAB-4939
"Samsung QN900F 85"" (2025), Titan Black";Samsung;8806097068297;5695,11;EUR;in stock;LAB-4940
"Samsung QN80F 75"", Carbon Silver, 4K, Mini-LED";Samsung;8806095995496;2327,03;EUR;preorder;LAB-4941
Käytetyt tuotteet Lenovo ThinkPad L15 G1 tietokone, Windows 11 Pro (LAP-L15G1-MX-A005), Used;Käytetyt tuotteet;5713552035288;672,10;EUR;in stock;LAB-4943
"HP OmniBook Ultra 14-fd0031no 14"", Windows 11 (B19JKEA)";HP;0198828348944;1478,99;EUR;in stock;LAB-4944
"VICTUS 15-fa2701no (B7UG3EA) 15,6"" pelikannettava";HP;0198990345994;615,99;EUR;out of stock;LAB-4945
"Asus Vivobook S16 16"", 16 GB RAM, Wi-Fi, Matte, Gray";Asus;4711636025713;1115,49;EUR;in stock;LAB-4946
"Käytetyt tuotteet Lenovo ThinkPad L14 Gen 1 tietokone 14"", Windows 11 Pro (LAP-L14G1-MX-A020), Used";Käytetyt tuotteet;5713552041302;483,00;EUR;out of stock;LAB-4947
Käytetyt tuotteet Lenovo ThinkPad T14s G1 tietokone, Windows 11 Pro (LAP-T14SG1-MX-A010), Used;Käytetyt tuotteet;5713552029461;556,50;EUR;in stock;LAB-4948
"Lenovo ThinkPad P14s Gen 6 tietokone 14.5"", Windows 11 Pro (21QT000GMX)";Lenovo;0199271817834;3497,35;EUR;in stock;LAB-4949
"Lenovo ThinkPad P14s Gen 6 tietokone 14.5"", Windows 11 Pro (21QT0016MX)";Lenovo;0199271874318;3606,12;EUR;out of stock;LAB-4950
"Lenovo ThinkPad P16s Gen 4 tietokone 16"", Windows 11 Pro (21QV000VMX)";Lenovo;0199271908969;2855,70;EUR;in stock;LAB-4951
"Lenovo ThinkPad P1 Gen 8 tietokone 16"", Windows 11 Pro (21Q8000FMX)";Lenovo;0199272079873;5049,48;EUR;in stock;LAB-4952
"Lenovo ThinkPad P1 Gen 8 tietokone 16"", Windows 11 Pro (21Q80000MX)";Lenovo;0199272086468;4654,00;EUR;in stock;LAB-4953
"Lenovo ThinkPad P1 Gen 8 tietokone 16"", Windows 11 Pro (21Q80002MX)";Lenovo;0199272080060;4467,19;EUR;in stock;LAB-4954
"Käytetty Lenovo ThinkPad T14 Gen 1 14"" kannettava tietokone, Windows 11 Pro (RF-000160406)";Käytetyt tuotteet;5713518290331;506,52;EUR;in stock;LAB-4955
Asus ExpertBook P3 tietokone, Windows 11 Pro (PM3406CKA-LY0354XW);Asus;4711636200028;860,20;EUR;out of stock;LAB-4956
"Asus TUF Gaming F16 16"", 512 GB, Wi-Fi, Black";Asus;4711636015622;1259,99;EUR;in stock;LAB-4957
"HP 14-em0058no tietokone 14"", hopea (CF9W4EA)";HP;0199642886384;592,92;EUR;preorder;LAB-4958
"Dell Pro 14 Essential tietokone 14"", Windows 11 Pro (RP05R)";Dell;5397184977248;678,99;EUR;in stock;LAB-4959
"LG QNED86B 75"" (2026)";LG Electronics;8806096700280;2159,10;EUR;out of stock;LAB-4960
"LG QNED8EB 43"" (2026)";LG Electronics;8806096717486;455,05;EUR;in stock;LAB-4961
"HP OMEN 14-fb1004no pelikannettava 14"", Windows 11 Home (BQ2S7EA), Black";HP;0199251435638;2092,99;EUR;in stock;LAB-4962
"Samsung DU7105 65"", Black";Samsung;2050000037351;424,15;EUR;in stock;LAB-4963
"Samsung GQ LS 03 65"", Glossy, stand";Samsung;8806092043152;851,61;EUR;preorder;LAB-4964
"Samsung GQ 75 Q 60 CAUXZG 75"", Glossy";Samsung;8806094779455;911,89;EUR;in stock;LAB-4965
"Samsung GQ Q 70 65"", Glossy";Samsung;8806094807172;648,92;EUR;in stock;LAB-4966
SAMSUNG GQ 65 QN 900 DTXZG QLED TV (Flat, 65 Zoll / 163 cm, UHD 8K, SMART TV);Samsung;8806095501321;1580,90;EUR;preorder;LAB-4967
Xiaomi Smart Band 10, Glacier Silver;Xiaomi;6932554419813;46,99;EUR;in stock;LAB-4968
"Philips The One PQS9011 43"", 4K UHD, Black, QLED";Philips;8718863051849;763,19;EUR;preorder;LAB-4969
"LG OLED evo AI C5 42"", 4K UHD, OLED must";LG;8806096356982;722,49;EUR;in stock;LAB-4970
"Philips OLED820 42"", 4K UHD, Dark Gray, OLED";Philips;8718863046562;923,12;EUR;in stock;LAB-4972
"Hisense E7Q 50"", 4K UHD, Black, QLED";Hisense;6942351418636;296,63;EUR;in stock;LAB-4974
"Hisense A6S 50"", 4K UHD, Black, VA LCD";Hisense;6942351430263;290,39;EUR;in stock;LAB-4976
"Philips PUS8010 50"", 4K UHD, Black, LED";Philips;8718863046296;353,49;EUR;in stock;LAB-4978
"Samsung Q7F 50"", 4K UHD, Black, QLED";Samsung;8806097118534;311,49;EUR;in stock;LAB-4980
"LG UHD AI UA75 50"", 4K UHD, Black, LED LCD";LG;8806096353011;328,99;EUR;in stock;LAB-4982
"Philips PUS8560 50"", 4K UHD, Black, QLED";Philips;8718863045831;331,19;EUR;out of stock;LAB-4983
"Philips PUS8001 50"", 4K UHD, Black, LED";Philips;8718863051719;400,49;EUR;in stock;LAB-4985
"Sony Bravia 3 S39 50"", 4K UHD, Black, LED LCD";Sony;4548736168022;556,19;EUR;in stock;LAB-4987
"TCL C7K 50"", 4K UHD, Black, Mini LED";TCL;5901292525750;563,99;EUR;in stock;LAB-4988
"Philips The One PUS9060 50"", 4K UHD, Black, QLED";Philips;8718863046104;689,99;EUR;in stock;LAB-4990
"Philips OLED770 48"", 4K UHD, Gray, OLED";Philips;8718863046760;629,99;EUR;in stock;LAB-4992
"Samsung S90F 48"", 4K UHD, Black, OLED";Samsung;8806097079422;717,74;EUR;in stock;LAB-4993
"Sony Bravia XR A90K 48"", Black, stand";Sony;4548736138414;1156,11;EUR;out of stock;LAB-4994
"Samsung S95H 48"", 4K UHD, Black, OLED";Samsung;8806097966678;1510,88;EUR;in stock;LAB-4995
"Hisense A6Q 55"", 4K UHD, Black, LED LCD";Hisense;6942351415765;324,37;EUR;in stock;LAB-4997
"Philips MLED820 55"", 4K UHD, Black, QD Mini LED";Philips;8718863046661;443,99;EUR;in stock;LAB-4999
"Hisense E7Q PRO 55"", 4K UHD, Black, QLED";Hisense;6942351416212;429,51;EUR;preorder;LAB-5000
"Hisense E8Q 55"", 4K UHD, Black, ULED, Mini LED";Hisense;6942351419862;377,10;EUR;preorder;LAB-5002
ASUS VivoBook S 14 kannettava (D3407HA-SF084W), Windows 11;Asus;4711636142328;1060,49;EUR;preorder;LAB-5003
"Asus Vivobook Go 14 14"", 512 GB, Wi-Fi, Cool Silver";Asus;4711636139557;519,99;EUR;in stock;LAB-5004
"HP EliteBook 8 Flip G1i 13.3"", 512 GB, Glacier silver";HP;0199251428777;2765,38;EUR;preorder;LAB-5005
"HP ZBook 8 G1i 16 16"", 512 GB, Wi-Fi, Meteor silver";HP;0199251711770;2610,87;EUR;in stock;LAB-5006
ASUS Vivobook S16 kannettava (D3607HA-SH100W), Windows 11;Asus;4711636132176;1224,99;EUR;preorder;LAB-5007
"Käytetyt tuotteet Apple MacBook Air Retina M1 2020 tietokone 13"", Gray, kuntoluokka, A (1063732), Used";Käytetyt tuotteet;6419683018914;814,98;EUR;in stock;LAB-5008
"Lenovo ThinkBook 16 Gen 8 tietokone 16"", Windows 11 Pro (21SK0075MX)";Lenovo;0198156298430;849,99;EUR;in stock;LAB-5009
"Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition 13.3"", Windows 11 Pro (21NS0103MX)";Lenovo;0199274058128;2119,00;EUR;in stock;LAB-5010
Lenovo ThinkPad T14 Gen 6 kannettava (21QG004UMX);Lenovo;0199273775200;2266,78;EUR;out of stock;LAB-5011
Lenovo ThinkPad T14 Gen 6 tietokone, Windows 11 Pro (21QG006BMX);Lenovo;0199273897223;1807,95;EUR;in stock;LAB-5013
"LG QNED86B 55"" (2026)";LG Electronics;8806096694138;1439,10;EUR;in stock;LAB-5014
"Lenovo Legion Pro 7 16AFR10H pelikannettava 16"", Windows 11 Home (83RU001JMX)";Lenovo;0199272753193;3249,99;EUR;preorder;LAB-5016
"HP OMEN 14-fb1000no pelikannettava 14"", Windows 11 Home (BQ2R9EA), Black";HP;0199251435560;2967,99;EUR;in stock;LAB-5017
Apple iPhone 16 Plus, sinivihreä (MXY53), 256 GB;Apple;0195949723919;1016,10;EUR;in stock;LAB-5018
SAMSUNG GQ 55 Q 80 TGTXZG QLED TV (Flat, 55 Zoll / 138 cm, UHD 4K, SMART TV);Samsung;8806090300646;483,11;EUR;preorder;LAB-5019
"Samsung GQ 65 Q 80 TGTXZG 65"", Glossy, Carbonsilber, stand";Samsung;8806090347504;679,92;EUR;in stock;LAB-5020
SAMSUNG GQ 75 Q 80 TGTXZG QLED TV (Flat, 75 Zoll / 189 cm, UHD 4K, SMART TV);Samsung;8806090347528;1246,95;EUR;in stock;LAB-5021
SAMSUNG GQ 75 Q 70 DATXZG QLED TV (Flat, 75 Zoll / 189 cm, UHD 4K, SMART TV);Samsung;8806095436463;1043,09;EUR;in stock;LAB-5022
Google Pixel 10, 128 GB, Obsidian, Dual SIM;Google;0840353926905;581,99;EUR;preorder;LAB-5023
OPPO Reno16 5G, 512 GB, Black;OPPO;6942675412600;910,86;EUR;in stock;LAB-5024
Xiaomi Redmi Note 15 Pro 5G, 256 GB, Black, Dual SIM;Xiaomi;6932554471521;321,99;EUR;out of stock;LAB-5025
Google Fitbit Air, Lavender, Fitness Tracker;Google;0840353943360;95,99;EUR;in stock;LAB-5026
